"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","PATENT_ENV","TOT","PC","A","1970",6.28,
"CAN","PATENT_ENV","TOT","PC","A","1971",7.59,
"CAN","PATENT_ENV","TOT","PC","A","1972",9.84,
"CAN","PATENT_ENV","TOT","PC","A","1973",10.16,
"CAN","PATENT_ENV","TOT","PC","A","1974",7.45,
"CAN","PATENT_ENV","TOT","PC","A","1975",10.02,
"CAN","PATENT_ENV","TOT","PC","A","1976",7.75,
"CAN","PATENT_ENV","TOT","PC","A","1977",9.38,
"CAN","PATENT_ENV","TOT","PC","A","1978",7.63,
"CAN","PATENT_ENV","TOT","PC","A","1979",8.95,
"CAN","PATENT_ENV","TOT","PC","A","1980",8.02,
"CAN","PATENT_ENV","TOT","PC","A","1981",8.04,
"CAN","PATENT_ENV","TOT","PC","A","1982",8.98,
"CAN","PATENT_ENV","TOT","PC","A","1983",9.69,
"CAN","PATENT_ENV","TOT","PC","A","1984",8.54,
"CAN","PATENT_ENV","TOT","PC","A","1985",8.33,
"CAN","PATENT_ENV","TOT","PC","A","1986",6.81,
"CAN","PATENT_ENV","TOT","PC","A","1987",7.69,
"CAN","PATENT_ENV","TOT","PC","A","1988",7.4,
"CAN","PATENT_ENV","TOT","PC","A","1989",7.55,
"CAN","PATENT_ENV","TOT","PC","A","1990",10.26,
"CAN","PATENT_ENV","TOT","PC","A","1991",9.36,
"CAN","PATENT_ENV","TOT","PC","A","1992",8.93,
"CAN","PATENT_ENV","TOT","PC","A","1993",8.5,
"CAN","PATENT_ENV","TOT","PC","A","1994",10.01,
"CAN","PATENT_ENV","TOT","PC","A","1995",9.96,
"CAN","PATENT_ENV","TOT","PC","A","1996",7.96,
"CAN","PATENT_ENV","TOT","PC","A","1997",7.99,
"CAN","PATENT_ENV","TOT","PC","A","1998",7.44,
"CAN","PATENT_ENV","TOT","PC","A","1999",9.01,
"CAN","PATENT_ENV","TOT","PC","A","2000",8.05,
"CAN","PATENT_ENV","TOT","PC","A","2001",7.86,
"CAN","PATENT_ENV","TOT","PC","A","2002",8.74,
"CAN","PATENT_ENV","TOT","PC","A","2003",9.7,
"CAN","PATENT_ENV","TOT","PC","A","2004",9.66,
"CAN","PATENT_ENV","TOT","PC","A","2005",9.8,
"CAN","PATENT_ENV","TOT","PC","A","2006",9.96,
"CAN","PATENT_ENV","TOT","PC","A","2007",10.49,
"CAN","PATENT_ENV","TOT","PC","A","2008",10.79,
"CAN","PATENT_ENV","TOT","PC","A","2009",11.44,
"CAN","PATENT_ENV","TOT","PC","A","2010",12.33,
"CAN","PATENT_ENV","TOT","PC","A","2011",12.91,
"CAN","PATENT_ENV","TOT","PC","A","2012",12.49,
"CAN","PATENT_ENV","TOT","PC","A","2013",11.37,
"CAN","PATENT_ENV","TOT","PC","A","2014",11.99,
"CAN","PATENT_ENV","TOT","PC","A","2015",11.54,
"CAN","PATENT_ENV","TOT","PC","A","2016",11.47,
"CAN","PATENT_ENV","TOT","PC","A","2017",12.27,
"CAN","PATENT_ENV","TOT","PC","A","2018",10.95,
"CAN","PATENT_ENV","TOT","PC","A","2019",11.32,
"CZE","PATENT_ENV","TOT","PC","A","1960",2.99,
"CZE","PATENT_ENV","TOT","PC","A","1961",3.97,
"CZE","PATENT_ENV","TOT","PC","A","1962",7.63,
"CZE","PATENT_ENV","TOT","PC","A","1963",1.46,
"CZE","PATENT_ENV","TOT","PC","A","1964",3.6,
"CZE","PATENT_ENV","TOT","PC","A","1965",1.01,
"CZE","PATENT_ENV","TOT","PC","A","1966",4.53,
"CZE","PATENT_ENV","TOT","PC","A","1967",1.59,
"CZE","PATENT_ENV","TOT","PC","A","1968",2.52,
"CZE","PATENT_ENV","TOT","PC","A","1969",5.44,
"CZE","PATENT_ENV","TOT","PC","A","1970",2.24,
"CZE","PATENT_ENV","TOT","PC","A","1971",10.09,
"CZE","PATENT_ENV","TOT","PC","A","1972",1.07,
"CZE","PATENT_ENV","TOT","PC","A","1973",11.3,
"CZE","PATENT_ENV","TOT","PC","A","1974",9.09,
"CZE","PATENT_ENV","TOT","PC","A","1975",16.49,
"CZE","PATENT_ENV","TOT","PC","A","1976",12,
"CZE","PATENT_ENV","TOT","PC","A","1978",11.76,
"CZE","PATENT_ENV","TOT","PC","A","1979",10.64,
"CZE","PATENT_ENV","TOT","PC","A","1980",8.41,
"CZE","PATENT_ENV","TOT","PC","A","1981",6.43,
"CZE","PATENT_ENV","TOT","PC","A","1982",8.33,
"CZE","PATENT_ENV","TOT","PC","A","1983",6.29,
"CZE","PATENT_ENV","TOT","PC","A","1984",4.74,
"CZE","PATENT_ENV","TOT","PC","A","1985",5.36,
"CZE","PATENT_ENV","TOT","PC","A","1986",6.38,
"CZE","PATENT_ENV","TOT","PC","A","1987",4.72,
"CZE","PATENT_ENV","TOT","PC","A","1988",8.57,
"CZE","PATENT_ENV","TOT","PC","A","1989",6.04,
"CZE","PATENT_ENV","TOT","PC","A","1990",9.77,
"CZE","PATENT_ENV","TOT","PC","A","1991",10.47,
"CZE","PATENT_ENV","TOT","PC","A","1992",10.59,
"CZE","PATENT_ENV","TOT","PC","A","1993",12.86,
"CZE","PATENT_ENV","TOT","PC","A","1994",13.86,
"CZE","PATENT_ENV","TOT","PC","A","1995",9.73,
"CZE","PATENT_ENV","TOT","PC","A","1996",10.54,
"CZE","PATENT_ENV","TOT","PC","A","1997",8.37,
"CZE","PATENT_ENV","TOT","PC","A","1998",14.5,
"CZE","PATENT_ENV","TOT","PC","A","1999",12.03,
"CZE","PATENT_ENV","TOT","PC","A","2000",7.98,
"CZE","PATENT_ENV","TOT","PC","A","2001",9.99,
"CZE","PATENT_ENV","TOT","PC","A","2002",9.35,
"CZE","PATENT_ENV","TOT","PC","A","2003",10.33,
"CZE","PATENT_ENV","TOT","PC","A","2004",11.8,
"CZE","PATENT_ENV","TOT","PC","A","2005",9.39,
"CZE","PATENT_ENV","TOT","PC","A","2006",10.98,
"CZE","PATENT_ENV","TOT","PC","A","2007",14.48,
"CZE","PATENT_ENV","TOT","PC","A","2008",12.55,
"CZE","PATENT_ENV","TOT","PC","A","2009",11.77,
"CZE","PATENT_ENV","TOT","PC","A","2010",12.96,
"CZE","PATENT_ENV","TOT","PC","A","2011",12.92,
"CZE","PATENT_ENV","TOT","PC","A","2012",10.29,
"CZE","PATENT_ENV","TOT","PC","A","2013",12.47,
"CZE","PATENT_ENV","TOT","PC","A","2014",11.38,
"CZE","PATENT_ENV","TOT","PC","A","2015",8.66,
"CZE","PATENT_ENV","TOT","PC","A","2016",13.9,
"CZE","PATENT_ENV","TOT","PC","A","2017",12.23,
"CZE","PATENT_ENV","TOT","PC","A","2018",13,
"CZE","PATENT_ENV","TOT","PC","A","2019",11.6,
"DNK","PATENT_ENV","TOT","PC","A","1960",6.08,
"DNK","PATENT_ENV","TOT","PC","A","1961",5.19,
"DNK","PATENT_ENV","TOT","PC","A","1962",3.35,
"DNK","PATENT_ENV","TOT","PC","A","1963",4.25,
"DNK","PATENT_ENV","TOT","PC","A","1964",3.66,
"DNK","PATENT_ENV","TOT","PC","A","1965",1.83,
"DNK","PATENT_ENV","TOT","PC","A","1966",3.91,
"DNK","PATENT_ENV","TOT","PC","A","1967",7.32,
"DNK","PATENT_ENV","TOT","PC","A","1968",3.55,
"DNK","PATENT_ENV","TOT","PC","A","1969",4.88,
"DNK","PATENT_ENV","TOT","PC","A","1970",6.55,
"DNK","PATENT_ENV","TOT","PC","A","1971",5.95,
"DNK","PATENT_ENV","TOT","PC","A","1972",6.74,
"DNK","PATENT_ENV","TOT","PC","A","1973",5.11,
"DNK","PATENT_ENV","TOT","PC","A","1974",6.27,
"DNK","PATENT_ENV","TOT","PC","A","1975",6.64,
"DNK","PATENT_ENV","TOT","PC","A","1976",4.11,
"DNK","PATENT_ENV","TOT","PC","A","1977",7.25,
"DNK","PATENT_ENV","TOT","PC","A","1978",7.77,
"DNK","PATENT_ENV","TOT","PC","A","1979",12.3,
"DNK","PATENT_ENV","TOT","PC","A","1980",13.13,
"DNK","PATENT_ENV","TOT","PC","A","1981",13.79,
"DNK","PATENT_ENV","TOT","PC","A","1982",10.86,
"DNK","PATENT_ENV","TOT","PC","A","1983",7.49,
"DNK","PATENT_ENV","TOT","PC","A","1984",7.68,
"DNK","PATENT_ENV","TOT","PC","A","1985",8.27,
"DNK","PATENT_ENV","TOT","PC","A","1986",8.97,
"DNK","PATENT_ENV","TOT","PC","A","1987",10,
"DNK","PATENT_ENV","TOT","PC","A","1988",8.56,
"DNK","PATENT_ENV","TOT","PC","A","1989",8.31,
"DNK","PATENT_ENV","TOT","PC","A","1990",8.92,
"DNK","PATENT_ENV","TOT","PC","A","1991",10.42,
"DNK","PATENT_ENV","TOT","PC","A","1992",7.41,
"DNK","PATENT_ENV","TOT","PC","A","1993",7.91,
"DNK","PATENT_ENV","TOT","PC","A","1994",8.66,
"DNK","PATENT_ENV","TOT","PC","A","1995",7.86,
"DNK","PATENT_ENV","TOT","PC","A","1996",6.88,
"DNK","PATENT_ENV","TOT","PC","A","1997",8.19,
"DNK","PATENT_ENV","TOT","PC","A","1998",8.71,
"DNK","PATENT_ENV","TOT","PC","A","1999",7.26,
"DNK","PATENT_ENV","TOT","PC","A","2000",7.36,
"DNK","PATENT_ENV","TOT","PC","A","2001",7.8,
"DNK","PATENT_ENV","TOT","PC","A","2002",7.97,
"DNK","PATENT_ENV","TOT","PC","A","2003",8.18,
"DNK","PATENT_ENV","TOT","PC","A","2004",8.08,
"DNK","PATENT_ENV","TOT","PC","A","2005",11.39,
"DNK","PATENT_ENV","TOT","PC","A","2006",12.06,
"DNK","PATENT_ENV","TOT","PC","A","2007",16.66,
"DNK","PATENT_ENV","TOT","PC","A","2008",21.31,
"DNK","PATENT_ENV","TOT","PC","A","2009",22.68,
"DNK","PATENT_ENV","TOT","PC","A","2010",25.83,
"DNK","PATENT_ENV","TOT","PC","A","2011",25.79,
"DNK","PATENT_ENV","TOT","PC","A","2012",22.92,
"DNK","PATENT_ENV","TOT","PC","A","2013",18.95,
"DNK","PATENT_ENV","TOT","PC","A","2014",20.85,
"DNK","PATENT_ENV","TOT","PC","A","2015",18.76,
"DNK","PATENT_ENV","TOT","PC","A","2016",24.21,
"DNK","PATENT_ENV","TOT","PC","A","2017",21.2,
"DNK","PATENT_ENV","TOT","PC","A","2018",24.28,
"DNK","PATENT_ENV","TOT","PC","A","2019",21.96,
"FIN","PATENT_ENV","TOT","PC","A","1961",13.95,
"FIN","PATENT_ENV","TOT","PC","A","1963",3.23,
"FIN","PATENT_ENV","TOT","PC","A","1964",6.59,
"FIN","PATENT_ENV","TOT","PC","A","1965",3.82,
"FIN","PATENT_ENV","TOT","PC","A","1966",3.59,
"FIN","PATENT_ENV","TOT","PC","A","1967",0.91,
"FIN","PATENT_ENV","TOT","PC","A","1968",1.47,
"FIN","PATENT_ENV","TOT","PC","A","1969",7.75,
"FIN","PATENT_ENV","TOT","PC","A","1970",14.53,
"FIN","PATENT_ENV","TOT","PC","A","1971",7.91,
"FIN","PATENT_ENV","TOT","PC","A","1972",9.97,
"FIN","PATENT_ENV","TOT","PC","A","1973",16.78,
"FIN","PATENT_ENV","TOT","PC","A","1974",8.11,
"FIN","PATENT_ENV","TOT","PC","A","1975",7.35,
"FIN","PATENT_ENV","TOT","PC","A","1976",6.38,
"FIN","PATENT_ENV","TOT","PC","A","1977",10.58,
"FIN","PATENT_ENV","TOT","PC","A","1978",6.03,
"FIN","PATENT_ENV","TOT","PC","A","1979",9.36,
"FIN","PATENT_ENV","TOT","PC","A","1980",8.14,
"FIN","PATENT_ENV","TOT","PC","A","1981",8.98,
"FIN","PATENT_ENV","TOT","PC","A","1982",6.24,
"FIN","PATENT_ENV","TOT","PC","A","1983",7.71,
"FIN","PATENT_ENV","TOT","PC","A","1984",9.3,
"FIN","PATENT_ENV","TOT","PC","A","1985",10.39,
"FIN","PATENT_ENV","TOT","PC","A","1986",7.95,
"FIN","PATENT_ENV","TOT","PC","A","1987",10.64,
"FIN","PATENT_ENV","TOT","PC","A","1988",10.48,
"FIN","PATENT_ENV","TOT","PC","A","1989",9.39,
"FIN","PATENT_ENV","TOT","PC","A","1990",7.64,
"FIN","PATENT_ENV","TOT","PC","A","1991",8.66,
"FIN","PATENT_ENV","TOT","PC","A","1992",11.53,
"FIN","PATENT_ENV","TOT","PC","A","1993",10.45,
"FIN","PATENT_ENV","TOT","PC","A","1994",8.06,
"FIN","PATENT_ENV","TOT","PC","A","1995",6.93,
"FIN","PATENT_ENV","TOT","PC","A","1996",6.88,
"FIN","PATENT_ENV","TOT","PC","A","1997",5.64,
"FIN","PATENT_ENV","TOT","PC","A","1998",5.59,
"FIN","PATENT_ENV","TOT","PC","A","1999",6.21,
"FIN","PATENT_ENV","TOT","PC","A","2000",5.27,
"FIN","PATENT_ENV","TOT","PC","A","2001",7.05,
"FIN","PATENT_ENV","TOT","PC","A","2002",8,
"FIN","PATENT_ENV","TOT","PC","A","2003",7.88,
"FIN","PATENT_ENV","TOT","PC","A","2004",7.05,
"FIN","PATENT_ENV","TOT","PC","A","2005",8.79,
"FIN","PATENT_ENV","TOT","PC","A","2006",8.08,
"FIN","PATENT_ENV","TOT","PC","A","2007",10.04,
"FIN","PATENT_ENV","TOT","PC","A","2008",12.5,
"FIN","PATENT_ENV","TOT","PC","A","2009",12.54,
"FIN","PATENT_ENV","TOT","PC","A","2010",15.33,
"FIN","PATENT_ENV","TOT","PC","A","2011",16.5,
"FIN","PATENT_ENV","TOT","PC","A","2012",15.67,
"FIN","PATENT_ENV","TOT","PC","A","2013",14.11,
"FIN","PATENT_ENV","TOT","PC","A","2014",14.62,
"FIN","PATENT_ENV","TOT","PC","A","2015",13.69,
"FIN","PATENT_ENV","TOT","PC","A","2016",13.53,
"FIN","PATENT_ENV","TOT","PC","A","2017",13.61,
"FIN","PATENT_ENV","TOT","PC","A","2018",13.06,
"FIN","PATENT_ENV","TOT","PC","A","2019",12.99,
"FRA","PATENT_ENV","TOT","PC","A","1960",9.43,
"FRA","PATENT_ENV","TOT","PC","A","1961",7.32,
"FRA","PATENT_ENV","TOT","PC","A","1962",8.81,
"FRA","PATENT_ENV","TOT","PC","A","1963",9.75,
"FRA","PATENT_ENV","TOT","PC","A","1964",10.48,
"FRA","PATENT_ENV","TOT","PC","A","1965",9,
"FRA","PATENT_ENV","TOT","PC","A","1966",7.92,
"FRA","PATENT_ENV","TOT","PC","A","1967",8.21,
"FRA","PATENT_ENV","TOT","PC","A","1968",6.06,
"FRA","PATENT_ENV","TOT","PC","A","1969",7.07,
"FRA","PATENT_ENV","TOT","PC","A","1970",6.64,
"FRA","PATENT_ENV","TOT","PC","A","1971",10.13,
"FRA","PATENT_ENV","TOT","PC","A","1972",9.25,
"FRA","PATENT_ENV","TOT","PC","A","1973",9.27,
"FRA","PATENT_ENV","TOT","PC","A","1974",9.69,
"FRA","PATENT_ENV","TOT","PC","A","1975",10.15,
"FRA","PATENT_ENV","TOT","PC","A","1976",9.14,
"FRA","PATENT_ENV","TOT","PC","A","1977",8.75,
"FRA","PATENT_ENV","TOT","PC","A","1978",9.33,
"FRA","PATENT_ENV","TOT","PC","A","1979",9.12,
"FRA","PATENT_ENV","TOT","PC","A","1980",9.24,
"FRA","PATENT_ENV","TOT","PC","A","1981",8.85,
"FRA","PATENT_ENV","TOT","PC","A","1982",8.55,
"FRA","PATENT_ENV","TOT","PC","A","1983",7.16,
"FRA","PATENT_ENV","TOT","PC","A","1984",7.59,
"FRA","PATENT_ENV","TOT","PC","A","1985",6.79,
"FRA","PATENT_ENV","TOT","PC","A","1986",6.65,
"FRA","PATENT_ENV","TOT","PC","A","1987",6.28,
"FRA","PATENT_ENV","TOT","PC","A","1988",6.25,
"FRA","PATENT_ENV","TOT","PC","A","1989",5.75,
"FRA","PATENT_ENV","TOT","PC","A","1990",6.01,
"FRA","PATENT_ENV","TOT","PC","A","1991",6.58,
"FRA","PATENT_ENV","TOT","PC","A","1992",7.09,
